Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27-05-2019,Delhi,Cochin,09:40,28-05-2021 12:35,26h 55m,2 stops,No info,15129.0
Jet Airways,21-05-2019,Kolkata,Banglore,17:00,22-05-2021 21:05,28h 5m,1 stop,No info,14151.0
Multiple carriers,03-03-2019,Delhi,Cochin,11:30,18:50,7h 20m,1 stop,No info,15135.0
Air India,01-06-2019,Delhi,Cochin,13:30,23:00,9h 30m,1 stop,No info,8907.0
IndiGo,18-04-2019,Kolkata,Banglore,21:25,19-04-2021 00:05,2h 40m,non-stop,No info,4174.0
IndiGo,03-06-2019,Banglore,Delhi,18:25,21:20,2h 55m,non-stop,No info,4823.0
Jet Airways,18-05-2019,Delhi,Cochin,17:30,19-05-2021 19:00,25h 30m,1 stop,In-flight meal not included,12373.0
Jet Airways,18-05-2019,Delhi,Cochin,14:00,19:00,5h,1 stop,In-flight meal not included,12373.0
Vistara,09-03-2019,Banglore,New Delhi,07:00,09:40,2h 40m,non-stop,No info,7975.0
IndiGo,27-06-2019,Banglore,Delhi,18:25,21:20,2h 55m,non-stop,No info,4823.0
Vistara,18-03-2019,Banglore,New Delhi,19:40,22:20,2h 40m,non-stop,No info,12123.0
Multiple carriers,27-05-2019,Delhi,Cochin,17:00,28-05-2021 01:30,8h 30m,1 stop,No info,7198.0
Vistara,18-05-2019,Kolkata,Banglore,20:20,19-05-2021 23:25,27h 5m,1 stop,No info,9345.0
Multiple carriers,27-03-2019,Delhi,Cochin,04:00,18:50,14h 50m,1 stop,No info,11299.0
Jet Airways,21-03-2019,Delhi,Cochin,11:30,22-03-2021 04:25,16h 55m,1 stop,In-flight meal not included,7438.0
Vistara,06-03-2019,Mumbai,Hyderabad,07:30,19:55,12h 25m,1 stop,No info,12395.0
Jet Airways,24-03-2019,Mumbai,Hyderabad,07:10,08:35,1h 25m,non-stop,No info,5678.0
IndiGo,21-03-2019,Delhi,Cochin,08:35,16:10,7h 35m,1 stop,No info,6790.0
Air India,09-05-2019,Kolkata,Banglore,14:30,23:15,8h 45m,2 stops,No info,14214.0
Multiple carriers,21-05-2019,Delhi,Cochin,07:05,21:00,13h 55m,1 stop,In-flight meal not included,9930.0
IndiGo,15-03-2019,Mumbai,Hyderabad,20:05,21:35,1h 30m,non-stop,No info,2754.0
Jet Airways,18-03-2019,Banglore,New Delhi,05:45,16:10,10h 25m,1 stop,No info,12284.0
Jet Airways,01-05-2019,Kolkata,Banglore,17:00,02-05-2021 21:05,28h 5m,1 stop,No info,12121.0
Jet Airways,01-06-2019,Delhi,Cochin,14:00,02-06-2021 04:25,14h 25m,1 stop,No info,14714.0
Jet Airways,09-06-2019,Delhi,Cochin,18:25,10-06-2021 04:25,10h,2 stops,No info,14237.0
SpiceJet,18-03-2019,Mumbai,Hyderabad,22:45,19-03-2021 00:10,1h 25m,non-stop,No info,2017.0
IndiGo,03-06-2019,Banglore,Delhi,23:30,04-06-2021 02:20,2h 50m,non-stop,No info,4591.0
Jet Airways,15-04-2019,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544.0
GoAir,09-06-2019,Delhi,Cochin,10:35,19:35,9h,1 stop,No info,5281.0
Multiple carriers,27-06-2019,Delhi,Cochin,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093.0
Air India,18-05-2019,Delhi,Cochin,17:20,19-05-2021 09:25,16h 5m,1 stop,No info,7690.0
IndiGo,06-06-2019,Delhi,Cochin,16:00,07-06-2021 01:30,9h 30m,1 stop,No info,6316.0
Jet Airways,09-05-2019,Delhi,Cochin,10:00,19:00,9h,1 stop,No info,15554.0
Jet Airways,09-06-2019,Kolkata,Banglore,09:35,10-06-2021 09:45,24h 10m,1 stop,No info,14151.0
Multiple carriers,12-06-2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,13587.0
Air India,21-04-2019,Delhi,Cochin,14:10,17:10,3h,non-stop,No info,6934.0
Jet Airways,06-06-2019,Kolkata,Banglore,20:25,07-06-2021 18:00,21h 35m,1 stop,No info,12692.0
Jet Airways,06-03-2019,Delhi,Cochin,19:10,08-03-2021 18:50,47h 40m,2 stops,No info,20694.0
SpiceJet,27-05-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0
Air India,06-06-2019,Kolkata,Banglore,05:50,20:25,14h 35m,2 stops,No info,10991.0
Jet Airways,12-06-2019,Kolkata,Banglore,08:25,16:20,7h 55m,1 stop,In-flight meal not included,9899.0
IndiGo,24-05-2019,Kolkata,Banglore,14:25,16:55,2h 30m,non-stop,No info,5224.0
Air India,18-03-2019,Banglore,New Delhi,08:50,16-03-2021 23:25,38h 35m,2 stops,No info,10783.0
Jet Airways,12-06-2019,Kolkata,Banglore,21:10,13-06-2021 09:20,12h 10m,1 stop,No info,13044.0
IndiGo,24-06-2019,Delhi,Cochin,20:25,25-06-2021 01:30,5h 5m,1 stop,No info,5054.0
IndiGo,09-04-2019,Banglore,Delhi,16:55,19:55,3h,non-stop,No info,4823.0
IndiGo,18-03-2019,Mumbai,Hyderabad,09:10,10:40,1h 30m,non-stop,No info,4049.0
Vistara,24-06-2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,11982.0
Multiple carriers,24-06-2019,Delhi,Cochin,11:25,19:00,7h 35m,1 stop,No info,10678.0
Jet Airways,21-03-2019,Delhi,Cochin,19:10,22-03-2021 18:50,23h 40m,2 stops,In-flight meal not included,6643.0
SpiceJet,06-06-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0
Air India,09-06-2019,Mumbai,Hyderabad,13:55,15:25,1h 30m,non-stop,No info,3100.0
IndiGo,24-03-2019,Banglore,New Delhi,04:00,06:50,2h 50m,non-stop,No info,5694.0
Jet Airways,21-05-2019,Mumbai,Hyderabad,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050.0
Jet Airways,03-06-2019,Delhi,Cochin,07:05,19:00,11h 55m,1 stop,In-flight meal not included,10577.0
Multiple carriers,27-05-2019,Delhi,Cochin,03:50,19:00,15h 10m,1 stop,No info,10197.0
Air India,06-03-2019,Mumbai,Hyderabad,09:15,07-03-2021 09:15,24h,1 stop,No info,9535.0
Jet Airways,09-05-2019,Kolkata,Banglore,17:00,10-05-2021 18:00,25h,1 stop,In-flight meal not included,7341.0
Air Asia,21-06-2019,Kolkata,Banglore,22:50,22-06-2021 01:20,2h 30m,non-stop,No info,3807.0
Air Asia,03-06-2019,Delhi,Cochin,16:45,04-06-2021 06:35,13h 50m,1 stop,No info,11410.0
IndiGo,21-04-2019,Kolkata,Banglore,22:15,22-04-2021 00:50,2h 35m,non-stop,No info,4804.0
SpiceJet,27-03-2019,Chennai,Kolkata,09:30,12:05,2h 35m,non-stop,No info,3384.0
Jet Airways,03-06-2019,Delhi,Cochin,21:50,04-06-2021 04:25,6h 35m,1 stop,No info,16079.0
Multiple carriers,12-06-2019,Delhi,Cochin,09:00,19:00,10h,1 stop,No info,12192.0
Jet Airways,27-05-2019,Delhi,Cochin,23:05,29-05-2021 04:25,29h 20m,2 stops,No info,15129.0
Jet Airways,27-05-2019,Delhi,Cochin,21:50,28-05-2021 04:25,6h 35m,1 stop,No info,16079.0
IndiGo,06-06-2019,Delhi,Cochin,10:35,07-06-2021 01:30,14h 55m,1 stop,No info,5883.0
SpiceJet,06-04-2019,Kolkata,Banglore,22:20,07-04-2021 00:40,2h 20m,non-stop,No check-in baggage included,3841.0
Air India,03-03-2019,Banglore,New Delhi,11:05,07-03-2021 22:10,35h 5m,2 stops,No info,11791.0
Multiple carriers,27-06-2019,Delhi,Cochin,06:00,12:35,6h 35m,1 stop,In-flight meal not included,10791.0
IndiGo,21-06-2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823.0
Air India,06-06-2019,Kolkata,Banglore,08:20,07-06-2021 07:55,23h 35m,2 stops,No info,10697.0
Air India,01-05-2019,Delhi,Cochin,17:15,02-05-2021 09:25,16h 10m,2 stops,No info,8839.0
Air India,12-06-2019,Delhi,Cochin,07:10,13-06-2021 07:40,24h 30m,2 stops,No info,12488.0
Air India,01-04-2019,Kolkata,Banglore,07:00,02-04-2021 05:25,22h 25m,2 stops,No info,12219.0
SpiceJet,12-06-2019,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,No info,3873.0
Jet Airways,01-04-2019,Kolkata,Banglore,20:00,02-04-2021 08:15,12h 15m,1 stop,No info,12681.0
IndiGo,24-03-2019,Kolkata,Banglore,10:10,12:55,2h 45m,non-stop,No info,6565.0
Jet Airways,18-05-2019,Banglore,Delhi,17:45,20:45,3h,non-stop,No info,7229.0
Jet Airways,24-06-2019,Delhi,Cochin,02:15,25-06-2021 04:25,26h 10m,1 stop,In-flight meal not included,10262.0
IndiGo,03-03-2019,Delhi,Cochin,09:55,15:10,5h 15m,1 stop,No info,12214.0
Jet Airways,09-06-2019,Banglore,Delhi,17:45,20:45,3h,non-stop,No info,8016.0
Air India,21-05-2019,Kolkata,Banglore,14:30,22-05-2021 12:30,22h,2 stops,No info,15107.0
Jet Airways,01-06-2019,Delhi,Cochin,09:40,02-06-2021 04:25,18h 45m,2 stops,No info,13014.0
IndiGo,15-04-2019,Kolkata,Banglore,20:20,22:55,2h 35m,non-stop,No info,4174.0
Jet Airways,18-05-2019,Delhi,Cochin,20:55,19-05-2021 19:00,22h 5m,1 stop,In-flight meal not included,12373.0
Multiple carriers,27-05-2019,Delhi,Cochin,11:30,21:00,9h 30m,1 stop,In-flight meal not included,6943.0
Jet Airways,15-05-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,No info,14781.0
GoAir,01-03-2019,Banglore,New Delhi,07:45,10:40,2h 55m,non-stop,No info,13663.0
IndiGo,21-05-2019,Chennai,Kolkata,19:35,21:55,2h 20m,non-stop,No info,3597.0
Air Asia,18-05-2019,Delhi,Cochin,07:55,13:25,5h 30m,1 stop,No info,8759.0
Air India,01-05-2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,6245.0
IndiGo,21-03-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,8784.0
Jet Airways,18-05-2019,Delhi,Cochin,14:00,19-05-2021 12:35,22h 35m,1 stop,In-flight meal not included,12373.0
Air India,21-05-2019,Delhi,Cochin,14:05,17:55,3h 50m,non-stop,No info,6094.0
Air India,01-06-2019,Delhi,Cochin,16:40,02-06-2021 19:15,26h 35m,2 stops,No info,9863.0
Multiple carriers,27-06-2019,Delhi,Cochin,07:30,19:00,11h 30m,1 stop,No info,11789.0
Vistara,18-06-2019,Banglore,Delhi,09:45,12:35,2h 50m,non-stop,No info,4668.0
Jet Airways,12-05-2019,Kolkata,Banglore,06:30,13-05-2021 09:20,26h 50m,1 stop,In-flight meal not included,9663.0
Vistara,01-04-2019,Kolkata,Banglore,07:10,23:25,16h 15m,1 stop,No info,7927.0
Jet Airways,27-06-2019,Delhi,Cochin,12:15,28-06-2021 12:35,24h 20m,2 stops,No info,14300.0
Air India,27-05-2019,Delhi,Cochin,18:00,28-05-2021 19:15,25h 15m,1 stop,No info,8372.0
Jet Airways,06-03-2019,Delhi,Cochin,05:25,07-03-2021 19:45,38h 20m,2 stops,In-flight meal not included,16389.0
Jet Airways,15-06-2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202.0
Air India,09-05-2019,Banglore,Delhi,21:05,23:55,2h 50m,non-stop,No info,6121.0
Jet Airways,09-04-2019,Banglore,Delhi,19:50,22:50,3h,non-stop,No info,7229.0
GoAir,27-04-2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,5048.0
Air India,09-04-2019,Delhi,Cochin,07:00,19:15,12h 15m,1 stop,No info,6674.0
Air India,21-05-2019,Delhi,Cochin,07:05,22-05-2021 09:25,26h 20m,2 stops,No info,10975.0
IndiGo,15-06-2019,Banglore,Delhi,13:00,15:50,2h 50m,non-stop,No info,3943.0
Jet Airways,09-03-2019,Delhi,Cochin,18:15,10-03-2021 18:50,24h 35m,1 stop,In-flight meal not included,14053.0
Jet Airways,21-03-2019,Banglore,New Delhi,05:45,13:15,7h 30m,1 stop,In-flight meal not included,7832.0
Air Asia,27-05-2019,Delhi,Cochin,16:45,28-05-2021 06:35,13h 50m,1 stop,No info,6752.0
IndiGo,01-06-2019,Delhi,Cochin,07:15,12:30,5h 15m,1 stop,No info,6582.0
Jet Airways,18-03-2019,Banglore,New Delhi,22:50,16-03-2021 09:30,10h 40m,1 stop,In-flight meal not included,11087.0
Jet Airways,27-03-2019,Delhi,Cochin,18:15,28-03-2021 04:25,10h 10m,1 stop,No info,12242.0
Jet Airways,15-05-2019,Kolkata,Banglore,16:30,16-05-2021 12:00,19h 30m,1 stop,In-flight meal not included,10844.0
Jet Airways,18-03-2019,Banglore,New Delhi,11:40,16-03-2021 08:15,20h 35m,1 stop,No info,12284.0
Jet Airways,09-06-2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,No info,9564.0
Jet Airways,12-05-2019,Banglore,Delhi,07:10,10:10,3h,non-stop,In-flight meal not included,5198.0
Air Asia,09-05-2019,Kolkata,Banglore,22:50,10-05-2021 01:20,2h 30m,non-stop,No info,3807.0
Jet Airways,27-06-2019,Mumbai,Hyderabad,07:05,08:30,1h 25m,non-stop,No info,8040.0
IndiGo,06-05-2019,Kolkata,Banglore,19:35,23:15,3h 40m,1 stop,No info,4226.0
Jet Airways,21-05-2019,Delhi,Cochin,09:40,22-05-2021 12:35,26h 55m,2 stops,In-flight meal not included,13029.0
IndiGo,27-04-2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823.0
SpiceJet,18-05-2019,Kolkata,Banglore,06:55,09:30,2h 35m,non-stop,No info,3873.0
IndiGo,03-03-2019,Delhi,Cochin,04:55,12:00,7h 5m,1 stop,No info,9585.0
Multiple carriers,06-06-2019,Delhi,Cochin,09:45,22:30,12h 45m,1 stop,No info,9646.0
IndiGo,15-05-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,7191.0
Air India,21-04-2019,Delhi,Cochin,20:30,22-04-2021 08:15,11h 45m,1 stop,No info,7258.0
Jet Airways,15-03-2019,Banglore,New Delhi,21:25,13-03-2021 05:05,7h 40m,1 stop,No info,27210.0
Jet Airways,03-04-2019,Banglore,Delhi,08:20,11:20,3h,non-stop,In-flight meal not included,4544.0
Jet Airways,09-03-2019,Banglore,New Delhi,07:00,13-03-2021 09:30,26h 30m,1 stop,In-flight meal not included,11087.0
Jet Airways,21-05-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0
Air India,15-06-2019,Delhi,Cochin,09:45,16-06-2021 09:25,23h 40m,2 stops,No info,10975.0
IndiGo,06-06-2019,Chennai,Kolkata,22:05,07-06-2021 00:25,2h 20m,non-stop,No info,5277.0
IndiGo,03-06-2019,Delhi,Cochin,05:05,12:10,7h 5m,1 stop,No info,6818.0
Air India,18-05-2019,Kolkata,Banglore,09:25,19-05-2021 17:20,31h 55m,2 stops,No info,13616.0
GoAir,18-04-2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,5048.0
Air India,18-05-2019,Kolkata,Banglore,16:50,19-05-2021 05:35,12h 45m,2 stops,No info,11642.0
Jet Airways,27-03-2019,Delhi,Cochin,19:45,28-03-2021 04:25,8h 40m,1 stop,No info,12242.0
Jet Airways,18-05-2019,Delhi,Cochin,19:15,19-05-2021 19:00,23h 45m,1 stop,No info,15554.0
Air India,18-05-2019,Kolkata,Banglore,09:25,21:50,12h 25m,1 stop,No info,8366.0
Air India,24-04-2019,Delhi,Cochin,14:10,17:10,3h,non-stop,No info,6094.0
Jet Airways,01-06-2019,Delhi,Cochin,18:25,02-06-2021 12:35,18h 10m,2 stops,No info,14237.0
Multiple carriers,03-06-2019,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,No info,7354.0
Jet Airways,09-03-2019,Delhi,Cochin,18:15,10-03-2021 18:50,24h 35m,1 stop,No info,16289.0
Jet Airways,01-03-2019,Banglore,New Delhi,08:55,02-03-2021 00:45,15h 50m,1 stop,No info,26890.0
Jet Airways,09-06-2019,Kolkata,Banglore,18:55,10-06-2021 08:15,13h 20m,1 stop,No info,14939.0
IndiGo,18-05-2019,Chennai,Kolkata,15:40,18:25,2h 45m,non-stop,No info,3850.0
Multiple carriers,09-06-2019,Delhi,Cochin,17:50,10-06-2021 01:30,7h 40m,2 stops,No info,18485.0
Air India,24-05-2019,Kolkata,Banglore,09:25,25-05-2021 01:20,15h 55m,2 stops,No info,12718.0
Air India,01-04-2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,6245.0
Jet Airways,12-05-2019,Kolkata,Banglore,09:35,23:35,14h,1 stop,No info,14151.0
SpiceJet,27-05-2019,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3573.0
SpiceJet,18-05-2019,Mumbai,Hyderabad,22:45,19-05-2021 00:15,1h 30m,non-stop,No check-in baggage included,1965.0
Air India,03-03-2019,Banglore,New Delhi,05:50,07-03-2021 22:10,40h 20m,2 stops,No info,11791.0
IndiGo,21-05-2019,Delhi,Cochin,14:25,17:40,3h 15m,non-stop,No info,5601.0
Multiple carriers,01-06-2019,Delhi,Cochin,07:05,22:30,15h 25m,1 stop,No info,9646.0
SpiceJet,12-04-2019,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0
Multiple carriers,15-06-2019,Delhi,Cochin,15:05,16-06-2021 01:30,10h 25m,2 stops,No info,15965.0
Air India,09-06-2019,Kolkata,Banglore,05:50,10-06-2021 12:30,30h 40m,2 stops,No info,12723.0
Jet Airways,06-06-2019,Delhi,Cochin,19:30,07-06-2021 04:25,8h 55m,2 stops,No info,13014.0
IndiGo,09-03-2019,Delhi,Cochin,04:45,12:55,8h 10m,1 stop,No info,16162.0
Air India,21-05-2019,Delhi,Cochin,13:20,22-05-2021 07:40,18h 20m,2 stops,No info,13538.0
Multiple carriers,24-06-2019,Delhi,Cochin,08:30,19:15,10h 45m,1 stop,No info,7354.0
Multiple carriers,03-03-2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,17493.0
Jet Airways,15-05-2019,Kolkata,Banglore,17:00,16-05-2021 09:45,16h 45m,1 stop,No info,13067.0
IndiGo,15-04-2019,Banglore,Delhi,08:30,11:20,2h 50m,non-stop,No info,4823.0
Jet Airways,27-06-2019,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262.0
Jet Airways,12-06-2019,Kolkata,Banglore,16:30,13-06-2021 10:05,17h 35m,1 stop,No info,13044.0
Jet Airways,06-06-2019,Delhi,Cochin,09:40,07-06-2021 04:25,18h 45m,2 stops,In-flight meal not included,10368.0
Jet Airways,21-03-2019,Banglore,New Delhi,05:45,21:20,15h 35m,1 stop,In-flight meal not included,7832.0
Air India,18-05-2019,Delhi,Cochin,12:00,19-05-2021 07:40,19h 40m,2 stops,No info,8603.0
Air India,03-03-2019,Banglore,New Delhi,09:30,16:20,6h 50m,1 stop,No info,11654.0
IndiGo,06-04-2019,Banglore,Delhi,08:30,11:20,2h 50m,non-stop,No info,4823.0
Jet Airways,15-05-2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,No info,14781.0
Jet Airways,09-05-2019,Delhi,Cochin,23:05,11-05-2021 04:25,29h 20m,2 stops,No info,15129.0
IndiGo,24-04-2019,Kolkata,Banglore,14:25,16:55,2h 30m,non-stop,No info,4804.0
IndiGo,12-05-2019,Kolkata,Banglore,21:00,13-05-2021 02:15,5h 15m,1 stop,No info,7228.0
Multiple carriers,06-03-2019,Delhi,Cochin,11:30,18:50,7h 20m,1 stop,No info,15135.0
Jet Airways,01-04-2019,Kolkata,Banglore,16:30,02-04-2021 16:20,23h 50m,1 stop,In-flight meal not included,7064.0
Air India,06-06-2019,Kolkata,Banglore,16:50,07-06-2021 05:35,12h 45m,2 stops,No info,11432.0
IndiGo,24-06-2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823.0
Jet Airways,21-03-2019,Delhi,Cochin,10:20,22-03-2021 18:50,32h 30m,2 stops,No info,11664.0
Jet Airways,15-05-2019,Kolkata,Banglore,20:25,16-05-2021 14:25,18h,1 stop,In-flight meal not included,9314.0
Air India,15-06-2019,Delhi,Cochin,05:10,08:00,2h 50m,non-stop,No info,5201.0
IndiGo,21-06-2019,Banglore,Delhi,13:00,15:50,2h 50m,non-stop,No info,3943.0
Jet Airways,15-05-2019,Kolkata,Banglore,06:30,23:35,17h 5m,1 stop,In-flight meal not included,8586.0
IndiGo,21-03-2019,Banglore,New Delhi,04:00,06:50,2h 50m,non-stop,No info,4777.0
Air India,01-03-2019,Banglore,New Delhi,05:50,22:10,16h 20m,2 stops,No info,13576.0
SpiceJet,09-05-2019,Chennai,Kolkata,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0
Air India,03-03-2019,Delhi,Cochin,05:55,04-03-2021 07:40,25h 45m,2 stops,No info,15428.0
Jet Airways,09-05-2019,Delhi,Cochin,22:50,10-05-2021 04:25,5h 35m,1 stop,No info,15554.0
Jet Airways,06-03-2019,Banglore,New Delhi,16:55,07-03-2021 09:30,16h 35m,1 stop,No info,17261.0
IndiGo,27-04-2019,Delhi,Cochin,21:50,28-04-2021 03:35,5h 45m,1 stop,No info,6307.0
Jet Airways,21-03-2019,Banglore,New Delhi,08:55,15:15,6h 20m,1 stop,In-flight meal not included,7832.0
Jet Airways,12-03-2019,Banglore,New Delhi,22:55,13-03-2021 10:45,11h 50m,1 stop,In-flight meal not included,11087.0
Air India,24-05-2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,5510.0
Air India,01-03-2019,Banglore,New Delhi,17:00,19:45,2h 45m,non-stop,No info,25913.0
Multiple carriers,06-03-2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,15078.0
Jet Airways,15-05-2019,Kolkata,Banglore,18:55,16-05-2021 16:20,21h 25m,1 stop,No info,14781.0
IndiGo,15-05-2019,Kolkata,Banglore,20:20,22:55,2h 35m,non-stop,No info,4804.0
Jet Airways,15-05-2019,Kolkata,Banglore,20:25,16-05-2021 10:55,14h 30m,1 stop,No info,14151.0
IndiGo,12-06-2019,Mumbai,Hyderabad,16:55,18:25,1h 30m,non-stop,No info,3175.0
Air India,03-03-2019,Delhi,Cochin,06:10,04-03-2021 08:15,26h 5m,1 stop,No info,13348.0
Air India,09-03-2019,Delhi,Cochin,23:00,10-03-2021 07:40,8h 40m,1 stop,No info,10840.0
Air India,21-03-2019,Delhi,Cochin,17:45,23:00,5h 15m,1 stop,No info,5704.0
Air India,27-03-2019,Delhi,Cochin,07:05,28-03-2021 09:25,26h 20m,2 stops,No info,6565.0
Jet Airways,12-05-2019,Kolkata,Banglore,09:35,22:05,12h 30m,1 stop,No info,14151.0
IndiGo,12-06-2019,Delhi,Cochin,08:50,21:00,12h 10m,1 stop,No info,6093.0
Multiple carriers,21-05-2019,Delhi,Cochin,07:00,21:00,14h,1 stop,No info,7888.0
IndiGo,27-05-2019,Chennai,Kolkata,22:05,28-05-2021 00:25,2h 20m,non-stop,No info,5277.0
SpiceJet,09-05-2019,Banglore,Delhi,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573.0
SpiceJet,27-03-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No info,3384.0
Air India,27-06-2019,Delhi,Cochin,05:55,19:15,13h 20m,2 stops,No info,11386.0
Jet Airways,21-03-2019,Delhi,Cochin,05:40,22-03-2021 04:25,22h 45m,2 stops,No info,11543.0
Multiple carriers,09-04-2019,Delhi,Cochin,08:30,19:00,10h 30m,1 stop,No info,10877.0
Jet Airways,09-06-2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,No info,14571.0
IndiGo,06-03-2019,Kolkata,Banglore,15:20,17:55,2h 35m,non-stop,No info,5618.0
SpiceJet,24-06-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543.0
Air India,09-05-2019,Kolkata,Banglore,07:00,10-05-2021 01:20,18h 20m,2 stops,No info,13033.0
Jet Airways,27-05-2019,Delhi,Cochin,09:40,28-05-2021 04:25,18h 45m,2 stops,In-flight meal not included,13029.0
SpiceJet,09-05-2019,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841.0
IndiGo,24-06-2019,Delhi,Cochin,07:15,12:30,5h 15m,1 stop,No info,6582.0
Jet Airways,12-06-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,9899.0
Air India,18-05-2019,Delhi,Cochin,10:00,19-05-2021 07:40,21h 40m,1 stop,No info,8372.0
Jet Airways,09-05-2019,Kolkata,Banglore,06:30,16:20,9h 50m,1 stop,In-flight meal not included,8586.0
Jet Airways,09-05-2019,Kolkata,Banglore,17:00,10-05-2021 10:55,17h 55m,1 stop,In-flight meal not included,8066.0
IndiGo,18-05-2019,Delhi,Cochin,04:55,21:00,16h 5m,1 stop,No info,6758.0
Jet Airways,03-03-2019,Mumbai,Hyderabad,19:35,21:05,1h 30m,non-stop,No info,5678.0
SpiceJet,12-06-2019,Kolkata,Banglore,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0
Jet Airways,06-03-2019,Banglore,New Delhi,20:35,07-03-2021 07:40,11h 5m,1 stop,No info,16736.0
Jet Airways,09-05-2019,Delhi,Cochin,07:05,12:35,5h 30m,1 stop,No info,15554.0
Air Asia,24-03-2019,Banglore,New Delhi,05:50,08:40,2h 50m,non-stop,No info,4284.0
Air Asia,18-05-2019,Delhi,Cochin,20:45,19-05-2021 07:10,10h 25m,1 stop,No info,7452.0
Air India,06-06-2019,Kolkata,Banglore,12:00,07-06-2021 13:15,25h 15m,1 stop,No info,7662.0
Multiple carriers,21-05-2019,Delhi,Cochin,08:00,21:00,13h,1 stop,No info,14277.0
IndiGo,21-05-2019,Mumbai,Hyderabad,19:05,20:35,1h 30m,non-stop,No info,2754.0
Jet Airways,21-05-2019,Mumbai,Hyderabad,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995.0
GoAir,24-04-2019,Delhi,Cochin,07:00,12:55,5h 55m,1 stop,No info,6195.0
Air India,01-05-2019,Kolkata,Banglore,14:35,02-05-2021 14:35,24h,1 stop,No info,7001.0
Jet Airways,27-03-2019,Delhi,Cochin,05:25,18:50,13h 25m,2 stops,In-flight meal not included,9254.0
Jet Airways,09-05-2019,Delhi,Cochin,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12373.0
Air India,12-05-2019,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,No info,6304.0
Jet Airways,15-06-2019,Delhi,Cochin,17:30,16-06-2021 04:25,10h 55m,1 stop,In-flight meal not included,10262.0
SpiceJet,01-06-2019,Delhi,Cochin,15:45,22:05,6h 20m,1 stop,No info,7317.0
Multiple carriers,06-06-2019,Delhi,Cochin,07:05,22:30,15h 25m,1 stop,No info,9646.0
Air India,21-05-2019,Kolkata,Banglore,09:25,22-05-2021 05:35,20h 10m,2 stops,No info,11432.0
IndiGo,06-03-2019,Delhi,Cochin,04:45,15:30,10h 45m,1 stop,No info,13611.0
Jet Airways,01-04-2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,No info,12681.0
